IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
055563-22042023,22-Apr-23,2023,7,WESTMINSTER,525150,182250,219.0,North Kensington,inf,inf,51.525305320982774,-0.19739670592858224,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1269.9573602441785,3-6min
137721-08092023,08-Sep-23,2023,5,TOWER HAMLETS,535050,181350,253.0,Whitechapel,inf,inf,51.51493924891539,-0.05512124630763413,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,924.3019925701526,3-6min
043782-29032023,29-Mar-23,2023,17,SUTTON,529050,162650,202.0,Wallington,51.34798842945484,-0.148847687574247,51.3482862751726,-0.14834743863815222,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,1605.6406485324187,3-6min
061778-03052023,03-May-23,2023,20,BROMLEY,539850,169850,168.0,Bromley,51.41027338304007,0.009902810893026172,51.41043378554467,0.009464067295734492,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,618.3501038779012,0-3min
037088-15032023,15-Mar-23,2023,15,HACKNEY,534950,185750,277.0,Homerton,inf,inf,51.554502533181285,-0.05487659772018841,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,1041.1874732837578,3-6min
178377-13112023,13-Nov-23,2023,20,SUTTON,528750,162950,237.0,Wallington,51.35146043489286,-0.15288685284280532,51.35105036069974,-0.15254431850177136,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,1258.8153842178306,3-6min
088410-17062023,17-Jun-23,2023,17,BARNET,527550,193250,383.0,Southgate,inf,inf,51.62362273558397,-0.1588302075171111,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2301.6237522441184,6-9min
158985-12102023,12-Oct-23,2023,16,BRENT,523650,185350,388.0,Willesden,51.553793399305206,-0.2174173842498095,51.553495285990564,-0.2179194755182003,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,1676.9770858232218,6-9min
024287-17022023,17-Feb-23,2023,16,EALING,514750,185250,196.0,Northolt,51.55424759163511,-0.3460683948931916,51.554475127295966,-0.3462620880193789,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,933.9288070350079,3-6min
018801-06022023,06-Feb-23,2023,23,HACKNEY,533750,183850,260.0,Shoreditch,51.537797544649244,-0.07250351167540557,51.53771407362366,-0.07289637549148928,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1490.8757467651494,3-6min
141392-13092023,13-Sep-23,2023,15,NEWHAM,539650,182050,276.0,Plaistow,51.51987280426524,0.01067424450691437,51.5201120607492,0.011405507685820286,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1457.5716127244466,3-6min
140421-11092023,11-Sep-23,2023,19,ENFIELD,533450,193450,12.0,Edmonton,51.624405977892266,-0.07425290132825021,51.62405313268276,-0.07357437280790448,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,473.878970937279,0-3min
097306-01072023,01-Jul-23,2023,19,CROYDON,532550,159750,380.0,Purley,51.32177230969266,-0.09985820441182028,51.3214198720831,-0.0991982321116333,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,2075.94489284488,6-9min
197991-17122023,17-Dec-23,2023,5,HARROW,515050,188150,445.0,Northolt,inf,inf,51.58047810071363,-0.34098845682610646,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,3119.9974723474943,6-9min
163819-20102023,20-Oct-23,2023,12,CAMDEN,530350,181950,286.0,Euston,inf,inf,51.52143418859434,-0.12259371578462765,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,904.9424776418953,3-6min
070261-19052023,19-May-23,2023,19,WALTHAM FOREST,538150,190750,302.0,Walthamstow,51.59875684128892,-0.006765929087002094,51.59865824179876,-0.006784685877729766,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,1746.265063585765,3-6min
093374-25062023,25-Jun-23,2023,14,GREENWICH,545650,179450,470.0,Plumstead,51.495336159212,0.09718734300531645,51.495236056810874,0.09675054361379384,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,970.0958036476492,6-9min
142443-15092023,15-Sep-23,2023,9,RICHMOND UPON THAMES,516250,173250,267.0,Twickenham,51.44604064029392,-0.32813604170144495,51.44631683462546,-0.32858645429368816,Twickenham,51.4674071,-0.3199681,57.41,97616.0,14048.66163547699,2443.7040867342052,3-6min
174356-07112023,07-Nov-23,2023,10,SOUTHWARK,531550,179250,347.0,Dowgate,51.49698889231919,-0.10615154028168688,51.49689259769834,-0.1063140080623548,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1820.8633675144606,3-6min
010615-22012023,22-Jan-23,2023,13,LEWISHAM,536950,173250,205.0,Forest Hill,inf,inf,51.441694262783734,-0.030894235471460415,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,975.9689852090302,3-6min
196601-14122023,14-Dec-23,2023,21,LEWISHAM,538950,174250,277.0,Lewisham,51.450220979148604,-0.002289486861332032,51.45019369202578,-0.0017437660300343024,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1081.2550983002038,3-6min
054648-20042023,20-Apr-23,2023,10,BARKING AND DAGENHAM,546750,184150,352.0,Barking,inf,inf,51.537182833634795,0.11454004772954557,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,1964.4195319255982,3-6min
018324-06022023,06-Feb-23,2023,8,LEWISHAM,541650,172050,494.0,Eltham,inf,inf,51.42975640209841,0.03620665546669398,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,2835.0382267514524,6-9min
012432-25012023,25-Jan-23,2023,19,BEXLEY,547350,173550,315.0,Sidcup,inf,inf,51.44178233371339,0.11876415635739937,Sidcup,51.42706568,0.09456477,60.56,82181.0,17781.077427293403,2347.9231247322514,3-6min
056394-23042023,23-Apr-23,2023,20,KINGSTON UPON THAMES,518350,167150,445.0,New Malden,51.390817242127994,-0.2999515610714845,51.3910577983469,-0.30041696420678365,New Malden,51.3991327,-0.2479471,37.25,55948.0,14638.373642315508,3734.0327465087794,6-9min
204148-28122023,28-Dec-23,2023,12,WESTMINSTER,530250,181050,299.0,Soho,inf,inf,51.51336928306338,-0.12436653168639074,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,535.0615255151216,3-6min
102755-10072023,10-Jul-23,2023,15,RICHMOND UPON THAMES,513450,172550,489.0,Feltham,inf,inf,51.440592556748264,-0.36908401786324024,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,3835.352640252072,6-9min
054464-19042023,19-Apr-23,2023,21,BRENT,520550,184050,317.0,Park Royal,inf,inf,51.542482118378494,-0.2630551536523685,Park Royal,51.53585,-0.26473,43.24,112973.0,10026.497376766112,746.9739125491167,3-6min
000853-02012023,02-Jan-23,2023,13,HILLINGDON,508450,183950,270.0,Hillingdon,inf,inf,51.54403565319953,-0.43749499264959923,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,1659.221175377296,3-6min
085162-12062023,12-Jun-23,2023,19,HAMMERSMITH AND FULHAM,526150,175950,313.0,Fulham,51.468305640362836,-0.18596616048120132,51.4684652600043,-0.18523993814888284,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1500.5650224523747,3-6min
014435-29012023,29-Jan-23,2023,17,HILLINGDON,506550,178850,390.0,Heathrow,inf,inf,51.49855733465727,-0.46642370789725307,Heathrow,51.4803,-0.45864,115.7,76198.0,23132.63518837176,2101.9822670723206,6-9min
123901-16082023,16-Aug-23,2023,8,LAMBETH,530850,179650,210.0,Lambeth,51.5007479691121,-0.11677299877403155,51.500649546935584,-0.11624395624568441,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4166.906715639046,3-6min
204492-29122023,29-Dec-23,2023,3,TOWER HAMLETS,534150,181550,157.0,Whitechapel,51.5169928577234,-0.06838054348711119,51.516950744420456,-0.068007578357316,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,208.03600586277827,0-3min
030268-01032023,01-Mar-23,2023,22,LEWISHAM,537950,175950,191.0,Lewisham,inf,inf,51.46571440079123,-0.015463052308264408,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,992.6325088640547,3-6min
114250-30072023,30-Jul-23,2023,1,SOUTHWARK,534350,177150,405.0,Old Kent Road,51.47749794068665,-0.06732784077435565,51.47736335346836,-0.06680069843182751,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,1141.4003069900298,6-9min
183340-22112023,22-Nov-23,2023,18,HAMMERSMITH AND FULHAM,522950,179450,235.0,Hammersmith,inf,inf,51.500624092213464,-0.23006814779246548,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,646.475678240696,3-6min
135094-04092023,04-Sep-23,2023,11,TOWER HAMLETS,535450,181350,345.0,Shadwell,inf,inf,51.514843575728634,-0.04936023898714765,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,630.2713352836588,3-6min
112583-27072023,27-Jul-23,2023,8,BRENT,520850,186650,376.0,Willesden,inf,inf,51.56578480437105,-0.25783874758801784,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,2770.793961158068,6-9min
019339-08022023,08-Feb-23,2023,2,MERTON,524950,170650,295.0,Wimbledon,51.420678883768645,-0.20509746497307915,51.421099479248184,-0.2043762255840907,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,775.5861292293948,3-6min
176909-11112023,11-Nov-23,2023,18,LEWISHAM,539750,175050,169.0,Lee Green,51.457176208043116,0.009587470870171672,51.45718579535525,0.010077309900958412,Lee Green,51.45641806,0.0126902,47.35,57851.0,11236.03491810118,237.12392172258214,0-3min
159509-13102023,13-Oct-23,2023,12,ISLINGTON,531150,184650,212.0,Islington,inf,inf,51.54551277333833,-0.11006492822599367,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,822.0288788767142,3-6min
195204-12122023,12-Dec-23,2023,12,CITY OF LONDON,532350,181050,468.0,Soho,51.51302385225741,-0.09401458609624273,51.51288170710055,-0.09412140335447601,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,2637.681545240761,6-9min
054455-19042023,19-Apr-23,2023,20,WANDSWORTH,528350,176550,440.0,Battersea,inf,inf,51.47336312378998,-0.15336688787482325,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,2482.55304523766,6-9min
095083-27062023,27-Jun-23,2023,21,BEXLEY,552150,176550,340.0,Erith,51.467762215903164,0.18975600148070657,51.46746935545641,0.18906526045294514,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,3030.216249132932,3-6min
124075-16082023,16-Aug-23,2023,15,SOUTHWARK,534550,174750,403.0,New Cross,inf,inf,51.45574854962239,-0.06483525584782425,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,2275.459075629537,6-9min
175862-09112023,09-Nov-23,2023,21,SUTTON,530050,162350,289.0,Purley,51.34509748976783,-0.13384395464167617,51.34536245442933,-0.1341060176106814,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,1611.5953253354785,3-6min
204207-28122023,28-Dec-23,2023,14,WANDSWORTH,528650,176750,267.0,Clapham,inf,inf,51.47509241449465,-0.14897705767987698,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,1197.2030315427141,3-6min
160371-14102023,14-Oct-23,2023,18,HAVERING,554050,192150,420.0,Harold Hill,51.60670550748159,0.2235442348748568,51.607116371756426,0.22321769260971963,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,937.5911997907195,6-9min
086899-15062023,15-Jun-23,2023,12,CAMDEN,528250,184750,597.0,Holloway,inf,inf,51.547077329061864,-0.1518260653008948,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,2947.404358265718,9-12min
126744-21082023,21-Aug-23,2023,5,ENFIELD,533550,195150,3.0,Edmonton,inf,inf,51.63930591358583,-0.07148280545011854,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,1339.0134177680775,0-3min
175248-08112023,08-Nov-23,2023,19,EALING,519950,180150,168.0,Acton,inf,inf,51.50755922289787,-0.2730295464449355,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,273.23728540154406,0-3min
069206-17052023,17-May-23,2023,20,TOWER HAMLETS,537850,182450,292.0,Poplar,51.52381843298125,-0.0145378882190945,51.52414823348625,-0.014364968952737775,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1442.5539959691687,3-6min
123789-16082023,16-Aug-23,2023,0,NEWHAM,539450,181550,303.0,Poplar,51.51559806663191,0.008237543171364336,51.51566847423653,0.00832711864770521,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1745.5352349265495,3-6min
036662-14032023,14-Mar-23,2023,16,WANDSWORTH,525650,174250,259.0,Wandsworth,inf,inf,51.45329841422097,-0.19303798293152483,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,1934.884938571779,3-6min
124059-16082023,16-Aug-23,2023,14,KENSINGTON AND CHELSEA,523450,182050,269.0,North Kensington,inf,inf,51.5238817154343,-0.22195888572484126,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,544.4646655279051,3-6min
082605-09062023,09-Jun-23,2023,13,WESTMINSTER,528650,181950,98.0,Soho,51.522045078608016,-0.14687198854016362,51.52182359653717,-0.14708278587813314,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1471.9577820778798,0-3min
013399-27012023,27-Jan-23,2023,16,KINGSTON UPON THAMES,519450,165450,543.0,Surbiton,51.3752076988091,-0.2852419262609928,51.375548598080094,-0.28518608331052053,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,2177.1815914838003,9-12min
107820-18072023,18-Jul-23,2023,23,CAMDEN,527850,184150,350.0,Euston,51.54143734338503,-0.15743358094263152,51.54177596390874,-0.15780927089312807,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2392.683084081984,3-6min
001835-04012023,04-Jan-23,2023,18,REDBRIDGE,541750,188250,306.0,Ilford,51.57573385468252,0.044571890184086464,51.57530059433687,0.04414834904463053,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,3563.3137966732284,3-6min
004872-11012023,11-Jan-23,2023,10,CROYDON,530950,160550,200.0,Purley,51.32870772695822,-0.12116011986673754,51.32897962121846,-0.1218523614267944,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,430.1171275320021,3-6min
064436-08052023,08-May-23,2023,19,WESTMINSTER,525550,182350,274.0,Paddington,inf,inf,51.526115316466665,-0.19159831511117487,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,887.0428377748498,3-6min
012447-25012023,25-Jan-23,2023,20,EALING,520150,180750,198.0,Acton,inf,inf,51.51290918472746,-0.26994489463849386,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,802.7405801674713,3-6min
103671-12072023,12-Jul-23,2023,1,LEWISHAM,537450,175050,269.0,Lewisham,inf,inf,51.457748398353516,-0.023005989436336794,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,660.0070915032679,3-6min
133826-02092023,02-Sep-23,2023,8,LEWISHAM,539250,172450,444.0,Lewisham,inf,inf,51.433945156809855,0.00186327590229551,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,2768.0086340967914,6-9min
116297-02082023,02-Aug-23,2023,17,HACKNEY,535550,184750,379.0,Bethnal Green,inf,inf,51.545372664628516,-0.04661257780461144,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1979.4799595852871,6-9min
101409-08072023,08-Jul-23,2023,12,CROYDON,533250,170350,303.0,West Norwood,inf,inf,51.41651499160727,-0.08518888414654323,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2073.021355319561,3-6min
133957-02092023,02-Sep-23,2023,13,WALTHAM FOREST,537550,189250,238.0,Walthamstow,inf,inf,51.585326060338865,-0.016029298452846726,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,944.7328007017139,3-6min
000067-01012023,01-Jan-23,2023,0,ENFIELD,532950,195950,312.0,Enfield,51.64682842578986,-0.08000974003236373,51.64663688138781,-0.07984437953754588,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,2464.6454859751993,3-6min
046157-03042023,03-Apr-23,2023,13,CAMDEN,530750,181850,298.0,Soho,51.52081210689483,-0.11744450694716518,51.52044316346644,-0.11686873305298422,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1361.7231749294906,3-6min
026661-22022023,22-Feb-23,2023,18,GREENWICH,543950,178050,534.0,East Greenwich,inf,inf,51.48309125731758,0.07170835080670046,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,3457.8094127113122,6-9min
175207-08112023,08-Nov-23,2023,18,SOUTHWARK,531850,178450,422.0,Lambeth,inf,inf,51.48963354169501,-0.1022934159757169,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3207.980024627275,6-9min
132966-31082023,31-Aug-23,2023,19,EALING,512250,183550,302.0,Northolt,51.53949918538193,-0.3827538988740385,51.53969830803886,-0.3828477804840873,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2354.289920002529,3-6min
043813-29032023,29-Mar-23,2023,18,HARINGEY,530350,191550,361.0,Southgate,51.60796034421555,-0.11870852849570045,51.6077048257452,-0.11903681538544861,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,2591.8195926308736,6-9min
177455-12112023,12-Nov-23,2023,15,HAVERING,551450,188850,402.0,Harold Hill,51.578512584078396,0.1847851913993689,51.57817130515709,0.18427809194802522,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,3484.7938091534947,6-9min
101421-08072023,08-Jul-23,2023,12,WESTMINSTER,528750,181050,426.0,Euston,51.51362951378295,-0.14639204515821555,51.51371277938161,-0.14597071208864945,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1906.9763191755071,6-9min
136393-06092023,06-Sep-23,2023,10,WALTHAM FOREST,536150,189050,240.0,Walthamstow,inf,inf,51.58386852335088,-0.03630123616394662,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,904.9316069731816,3-6min
025127-19022023,19-Feb-23,2023,9,WANDSWORTH,527750,173750,207.0,Tooting,51.44829434602107,-0.16268239841290816,51.448335477836245,-0.1630117525949231,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1155.3407633887725,3-6min
178825-14112023,14-Nov-23,2023,16,CROYDON,531850,165850,187.0,Croydon,inf,inf,51.376401828909216,-0.1069799271895887,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,829.8825068095376,3-6min
007459-16012023,16-Jan-23,2023,21,CROYDON,534050,167450,269.0,Woodside,inf,inf,51.39026563305478,-0.07478623007748904,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,988.8266452831981,3-6min
082880-09062023,09-Jun-23,2023,21,GREENWICH,543450,177950,463.0,Plumstead,51.482640058482794,0.0646593432338019,51.48231961602783,0.06447203703002295,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,1927.2499937327002,6-9min
152206-01102023,01-Oct-23,2023,7,WANDSWORTH,526650,175150,358.0,Battersea,inf,inf,51.46116410755716,-0.17833180001223026,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,927.2124592878458,3-6min
195321-12122023,12-Dec-23,2023,16,GREENWICH,546550,180150,573.0,Erith,inf,inf,51.501293434156835,0.10999644981452499,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,3686.1096854238226,9-12min
020900-11022023,11-Feb-23,2023,8,HARROW,514850,187550,278.0,Northolt,51.57548722499058,-0.344157473442965,51.575126296783004,-0.34406957065916455,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2524.4451599573326,3-6min
054971-21042023,21-Apr-23,2023,0,BEXLEY,552850,177350,405.0,Erith,inf,inf,51.47446878569296,0.19948070667976317,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,3219.531123822075,6-9min
202465-25122023,25-Dec-23,2023,8,CROYDON,534650,167850,231.0,Woodside,inf,inf,51.39371831191535,-0.06601655592605389,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,908.9020859975965,3-6min
171243-02112023,02-Nov-23,2023,11,LAMBETH,530050,171050,305.0,Tooting,51.423848848996,-0.1311698503173282,51.423548158805296,-0.13092320858336254,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,2859.361782661325,3-6min
049088-09042023,09-Apr-23,2023,0,BEXLEY,550050,177050,246.0,Bexley,inf,inf,51.47252215191508,0.1590675570012877,Bexley,51.4610332,0.1536208,60.56,82181.0,20139.756311024084,1333.090793193556,3-6min
