IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
129098-25082023,25-Aug-23,2023,5,MERTON,529050,168350,371.0,Norbury,inf,inf,51.39951191477361,-0.1462794517965078,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1921.885698549941,6-9min
023580-16022023,16-Feb-23,2023,9,KENSINGTON AND CHELSEA,525450,179450,187.0,Kensington,51.50025625163854,-0.19472564181465998,51.50007530120978,-0.1940700341378345,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,410.50313571548946,3-6min
034094-09032023,09-Mar-23,2023,20,CAMDEN,529150,185850,369.0,Holloway,inf,inf,51.55675756063394,-0.13845047449122436,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1623.598258423264,6-9min
131420-29082023,29-Aug-23,2023,8,CROYDON,534250,166450,211.0,Woodside,51.38107647869698,-0.07213966535989493,51.381231849372185,-0.07229121349182789,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,856.8023791741896,3-6min
044936-31032023,31-Mar-23,2023,20,HACKNEY,535050,185450,258.0,Homerton,inf,inf,51.551782768627994,-0.05355018118081817,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,799.8442846328383,3-6min
168805-29102023,29-Oct-23,2023,5,LEWISHAM,536050,173350,142.0,Forest Hill,51.443160636197945,-0.04327862962117874,51.442809584464975,-0.04379728589116113,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,132.6314225926873,0-3min
031277-04032023,04-Mar-23,2023,1,CROYDON,533850,167550,377.0,Woodside,inf,inf,51.39121145677624,-0.07762127646930962,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1212.3920593080427,6-9min
083955-11062023,11-Jun-23,2023,10,HACKNEY,535550,186650,239.0,Homerton,51.56218166836318,-0.04564703590566292,51.5624463485238,-0.045880959435043986,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,1516.9384951867876,3-6min
202026-24122023,24-Dec-23,2023,12,NEWHAM,539350,184450,152.0,Stratford,51.54215673215159,0.007517443070613164,51.5417522279044,0.008033229328627904,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,306.6650961381828,0-3min
143007-16092023,16-Sep-23,2023,4,BROMLEY,540650,168050,341.0,Bromley,51.39401739322741,0.020704434449572248,51.39406126370945,0.02024637318313113,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,1470.0011503790797,3-6min
017946-05022023,05-Feb-23,2023,12,HACKNEY,536950,185650,258.0,Leyton,51.55293347349236,-0.025545843699678675,51.55312241135101,-0.02608580674566459,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1346.6948998674939,3-6min
048642-08042023,08-Apr-23,2023,4,KENSINGTON AND CHELSEA,524050,181450,199.0,North Kensington,inf,inf,51.51835813923401,-0.21352589672975075,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,397.7075657077598,3-6min
183993-23112023,23-Nov-23,2023,18,CROYDON,533550,168150,356.0,Woodside,inf,inf,51.39667402836964,-0.08170490749391153,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1801.107411157225,3-6min
040992-23032023,23-Mar-23,2023,16,KENSINGTON AND CHELSEA,528050,177850,88.0,Clapham,inf,inf,51.485113931835045,-0.1572131434646404,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,2443.3737087534605,0-3min
189869-03122023,03-Dec-23,2023,12,TOWER HAMLETS,533550,182350,214.0,Whitechapel,inf,inf,51.52428186774513,-0.07634667413027883,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,1157.4231606619096,3-6min
108288-19072023,19-Jul-23,2023,19,ISLINGTON,532250,183550,245.0,Islington,inf,inf,51.53537123579088,-0.09462403358904226,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,735.9432868607046,3-6min
123453-15082023,15-Aug-23,2023,13,WALTHAM FOREST,538750,188850,498.0,Homerton,51.58108219599819,0.0014094659286542175,51.58143780961661,0.001121980028561792,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,4755.49317459443,6-9min
179884-16112023,16-Nov-23,2023,14,CITY OF LONDON,531950,181150,18.0,Dowgate,51.514009678583,-0.09934924567642665,51.51387382914095,-0.099844918962536,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,774.2310636207508,0-3min
066412-12052023,12-May-23,2023,16,KENSINGTON AND CHELSEA,525550,178950,416.0,Hammersmith,inf,inf,51.49555962442422,-0.19280787639906838,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,2181.1708573980322,6-9min
092841-24062023,24-Jun-23,2023,18,WESTMINSTER,524950,181650,188.0,North Kensington,inf,inf,51.51995736997191,-0.20049068551216112,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1017.0776388686329,3-6min
142374-15092023,15-Sep-23,2023,5,WESTMINSTER,524850,181950,248.0,North Kensington,inf,inf,51.52267556080638,-0.20182502531994848,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,907.4469273103641,3-6min
047095-05042023,05-Apr-23,2023,8,LEWISHAM,535050,171550,346.0,Beckenham,inf,inf,51.426873168030234,-0.05886298152442026,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,2711.69919138099,3-6min
140180-11092023,11-Sep-23,2023,12,WALTHAM FOREST,536750,187150,500.0,Leyton,inf,inf,51.56664994862845,-0.028385771905565287,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,801.3873485152187,6-9min
205933-31122023,31-Dec-23,2023,19,LEWISHAM,538750,173550,384.0,Forest Hill,inf,inf,51.443952426979,-0.0048943297202570235,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,2783.764214844526,6-9min
138538-09092023,09-Sep-23,2023,7,BARNET,520150,192250,305.0,Mill Hill,inf,inf,51.616262594496874,-0.2660176479036713,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,1569.5069132126644,3-6min
058993-28042023,28-Apr-23,2023,23,KINGSTON UPON THAMES,517850,169750,214.0,Kingston,inf,inf,51.41452974192356,-0.30673697237892383,Kingston,51.4293729,-0.3091976,37.25,55948.0,15278.913526276205,1660.2416980428861,3-6min
029384-28022023,28-Feb-23,2023,4,GREENWICH,546150,177550,347.0,Plumstead,inf,inf,51.47803483549132,0.1031622145703456,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,1328.3801721592608,3-6min
109935-22072023,22-Jul-23,2023,14,LAMBETH,532050,172050,230.0,West Norwood,inf,inf,51.43207280289317,-0.1018023046398203,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,941.4173657027867,3-6min
145670-20092023,20-Sep-23,2023,12,BEXLEY,551250,178150,231.0,Erith,51.48164268751429,0.17696878779255873,51.48208642584764,0.1768026854084564,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,1479.355801107954,3-6min
154024-04102023,04-Oct-23,2023,13,WALTHAM FOREST,537750,187150,197.0,Leyton,51.56665115168904,-0.014591447152225129,51.566406780098994,-0.013967213190740463,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,364.2803742296519,3-6min
193723-09122023,09-Dec-23,2023,23,CITY OF LONDON,532450,181350,181.0,Dowgate,51.51576030131957,-0.09196902478867645,51.51555423159147,-0.09256856335483256,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,651.9833124455613,3-6min
128036-23082023,23-Aug-23,2023,14,HOUNSLOW,514850,175550,378.0,Heston,inf,inf,51.46727411195362,-0.3479768717783654,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,915.6714912172012,6-9min
068411-16052023,16-May-23,2023,11,SOUTHWARK,535650,178750,215.0,Deptford,inf,inf,51.49143143081658,-0.04747871683960531,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,1195.7241509616267,3-6min
063661-07052023,07-May-23,2023,11,HILLINGDON,505850,180050,670.0,Feltham,inf,inf,51.50947463318795,-0.47614439076663184,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,6936.235255763451,9-12min
039746-20032023,20-Mar-23,2023,23,TOWER HAMLETS,538350,179450,249.0,Millwall,inf,inf,51.49706805637176,-0.00833855513508672,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,1276.9693554650653,3-6min
176537-11112023,11-Nov-23,2023,1,BROMLEY,545450,165450,330.0,Orpington,inf,inf,51.36948943797837,0.08812710352801123,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,1611.4990221854744,3-6min
184779-25112023,25-Nov-23,2023,3,HARROW,513750,186250,266.0,Northolt,inf,inf,51.56366512441923,-0.36035632207307056,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,976.023487599281,3-6min
123280-15082023,15-Aug-23,2023,8,WALTHAM FOREST,536550,189850,143.0,Walthamstow,51.59139996258471,-0.030678073038592043,51.59096064458587,-0.030220657716494917,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,273.95768560619257,0-3min
118400-06082023,06-Aug-23,2023,13,KINGSTON UPON THAMES,519250,164150,548.0,Surbiton,inf,inf,51.363906654705595,-0.2884939127239253,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,3263.877901321831,9-12min
185321-25112023,25-Nov-23,2023,21,SOUTHWARK,532350,176650,206.0,Peckham,inf,inf,51.473341104066535,-0.09576986680432455,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,1237.7005531648288,3-6min
130557-27082023,27-Aug-23,2023,15,HAVERING,554150,190250,256.0,Harold Hill,inf,inf,51.59001841804262,0.22382640024247405,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,919.7368889469578,3-6min
156633-08102023,08-Oct-23,2023,22,WESTMINSTER,529750,179350,205.0,Lambeth,inf,inf,51.49820688124262,-0.13219272295745174,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3941.327629239792,3-6min
205922-31122023,31-Dec-23,2023,19,GREENWICH,540050,175250,251.0,Lee Green,inf,inf,51.45890891800036,0.01447157524146242,Lee Green,51.45641806,0.0126902,47.35,57851.0,11236.03491810118,303.5267221307774,3-6min
113842-29072023,29-Jul-23,2023,12,SOUTHWARK,532650,179550,248.0,Dowgate,inf,inf,51.499331734204326,-0.0903644120338706,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1187.3138128485352,3-6min
107555-18072023,18-Jul-23,2023,15,CROYDON,531450,161450,268.0,Purley,51.336887114789164,-0.11475284667548222,51.33695254245522,-0.11434817513297119,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,922.4303949532687,3-6min
111966-26072023,26-Jul-23,2023,10,BARKING AND DAGENHAM,547750,189550,236.0,Dagenham,inf,inf,51.58544203014649,0.13121553535283717,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,3386.377048857053,3-6min
075562-28052023,28-May-23,2023,23,HAVERING,553650,190650,428.0,Hornchurch,inf,inf,51.5937487085137,0.21678949345232884,Hornchurch,51.564543,0.220518,112.27,65506.0,24937.73983853701,3259.6708293318075,6-9min
002729-06012023,06-Jan-23,2023,17,BEXLEY,545150,171950,187.0,Sidcup,inf,inf,51.42797292865405,0.0864768134561465,Sidcup,51.42706568,0.09456477,60.56,82181.0,17781.077427293403,571.5064862036132,3-6min
125542-19082023,19-Aug-23,2023,1,GREENWICH,541250,178350,175.0,East Greenwich,51.48663887482331,0.03240217423638631,51.48646714954266,0.0329706943938635,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,704.6865266929276,0-3min
105031-14072023,14-Jul-23,2023,10,ENFIELD,534550,199550,289.0,Enfield,51.678379817163005,-0.055242841286889464,51.67860638204865,-0.055348851534529675,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,2005.799428716804,3-6min
150166-27092023,27-Sep-23,2023,19,REDBRIDGE,541950,188250,442.0,Ilford,51.575569086931026,0.04680147357675235,51.575250314143744,0.04703249607055986,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,3414.9487196003565,6-9min
204586-29122023,29-Dec-23,2023,10,HAVERING,553850,191050,138.0,Harold Hill,51.597503374705724,0.2193981755892161,51.59728799811894,0.2198497340806907,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,316.407361794432,0-3min
205551-31122023,31-Dec-23,2023,3,RICHMOND UPON THAMES,519650,177250,379.0,Richmond,inf,inf,51.481559277500544,-0.27833239984397373,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1639.7051212601696,6-9min
197481-16122023,16-Dec-23,2023,11,WANDSWORTH,524250,175050,527.0,Battersea,inf,inf,51.46079680150165,-0.21289538176588893,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,1889.0804325387915,6-9min
003423-08012023,08-Jan-23,2023,4,TOWER HAMLETS,536450,183250,340.0,Bethnal Green,inf,inf,51.53167681065547,-0.03422268776043392,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1307.7657352033027,3-6min
017694-04022023,04-Feb-23,2023,22,WANDSWORTH,528650,176450,219.0,Clapham,51.47237976111137,-0.1491732540705348,51.47239637180309,-0.14908618698445716,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,921.2430948451721,3-6min
099396-05072023,05-Jul-23,2023,7,TOWER HAMLETS,535850,181350,306.0,Bethnal Green,inf,inf,51.51474761976081,-0.0435992634999654,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1578.142195659223,3-6min
150357-28092023,28-Sep-23,2023,5,TOWER HAMLETS,535350,182250,319.0,Bethnal Green,inf,inf,51.52295512465668,-0.05045514141419184,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,562.6035483153629,3-6min
082917-09062023,09-Jun-23,2023,22,HAVERING,549650,189350,482.0,Harold Hill,51.58335896743479,0.1585874681219854,51.58314412456318,0.1585339807934006,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,4813.86824311069,6-9min
020827-11022023,11-Feb-23,2023,0,TOWER HAMLETS,537750,180450,258.0,Millwall,51.506046560051985,-0.01705417108859848,51.506200517140016,-0.01658636527769656,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,839.5425738777262,3-6min
151077-29092023,29-Sep-23,2023,14,SOUTHWARK,531850,180350,255.0,Dowgate,inf,inf,51.506707947432304,-0.10158406358277311,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,870.8752906498954,3-6min
141710-14092023,14-Sep-23,2023,4,BEXLEY,550350,175250,678.0,Plumstead,51.45605715886897,0.1629111150043271,51.456269389279605,0.16261886047950583,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,6075.897845461828,9-12min
018253-06022023,06-Feb-23,2023,1,SOUTHWARK,531550,179450,260.0,Lambeth,inf,inf,51.49868990819102,-0.10623951101831182,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4065.403087427996,3-6min
171520-02112023,02-Nov-23,2023,21,WALTHAM FOREST,538850,187450,232.0,Leyton,inf,inf,51.568833009920645,0.0020113920152569687,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1464.4158915185262,3-6min
059932-30042023,30-Apr-23,2023,12,HAMMERSMITH AND FULHAM,524850,176450,170.0,Fulham,inf,inf,51.473246838344416,-0.203769308649994,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,557.6315305055937,0-3min
011604-24012023,24-Jan-23,2023,8,ISLINGTON,532150,183550,317.0,Shoreditch,inf,inf,51.53539463146972,-0.09606496851526242,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1271.271406278086,3-6min
103688-12072023,12-Jul-23,2023,3,TOWER HAMLETS,534550,181350,234.0,Whitechapel,51.51497191083835,-0.06252800053475609,51.51505844273252,-0.06232255008105106,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,412.7839460633578,3-6min
198471-18122023,18-Dec-23,2023,3,SOUTHWARK,532150,178950,250.0,Old Kent Road,inf,inf,51.49405683404948,-0.09778790221905823,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,1851.9857590658262,3-6min
155283-06102023,06-Oct-23,2023,16,EALING,521050,179150,428.0,Chiswick,inf,inf,51.49833759649557,-0.25753030145770767,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1173.4593023875507,6-9min
113308-28072023,28-Jul-23,2023,13,HAMMERSMITH AND FULHAM,522050,179250,576.0,Acton,inf,inf,51.49902150681566,-0.24309686823362614,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,2515.9949875964244,9-12min
121971-12082023,12-Aug-23,2023,20,LAMBETH,530950,180050,169.0,Lambeth,inf,inf,51.50422104573501,-0.11465574673667304,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4564.842469954189,0-3min
141614-13092023,13-Sep-23,2023,22,EALING,519350,180250,180.0,Acton,51.50836306021737,-0.28122740722026535,51.50858487761915,-0.281636959051419,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,326.89683971741346,0-3min
072039-23052023,23-May-23,2023,0,BRENT,519250,188750,326.0,Stanmore,51.58511914922816,-0.2798481793433441,51.58499840139912,-0.2801991672838159,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,2407.913866874357,3-6min
174373-07112023,07-Nov-23,2023,10,MERTON,530150,168250,182.0,Norbury,inf,inf,51.398362161822,-0.13051246810719733,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1139.9131338131926,3-6min
141519-13092023,13-Sep-23,2023,19,BROMLEY,539750,168450,267.0,Bromley,inf,inf,51.397877895156476,0.007476128354821629,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,1221.7340287483087,3-6min
057103-25042023,25-Apr-23,2023,10,BARNET,524050,188950,115.0,Hornsey,inf,inf,51.58576066370873,-0.2108833672796492,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,5816.136203056238,0-3min
179965-16112023,16-Nov-23,2023,17,WESTMINSTER,528850,178350,452.0,Chelsea,51.489474138334266,-0.14572979611395695,51.48942578991436,-0.1455156901023793,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1901.90110397306,6-9min
139878-10092023,10-Sep-23,2023,22,LAMBETH,531750,176050,390.0,Clapham,inf,inf,51.468089058795144,-0.10462726380173534,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,2725.986082207368,6-9min
092725-24062023,24-Jun-23,2023,16,EALING,514750,179350,549.0,Heston,51.50146134579027,-0.34786478568986284,51.50144783260154,-0.34818224931236147,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2972.007820171799,9-12min
195396-12122023,12-Dec-23,2023,18,HOUNSLOW,512250,176050,506.0,Heston,inf,inf,51.47228923889521,-0.3852324205236856,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2941.982557154214,6-9min
205563-31122023,31-Dec-23,2023,3,CAMDEN,531150,181250,381.0,Soho,51.515355907690086,-0.11199085421084608,51.514958587111074,-0.11132988964396094,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1422.4465664650359,6-9min
096495-30062023,30-Jun-23,2023,7,EALING,516050,183950,535.0,Northolt,51.542077869092886,-0.3274453344497645,51.54252565567029,-0.3279480716900169,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2642.571794316759,6-9min
066414-12052023,12-May-23,2023,16,ISLINGTON,529250,186650,422.0,Holloway,inf,inf,51.56392396960813,-0.1367149963400198,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1424.8863304510867,6-9min
123692-15082023,15-Aug-23,2023,21,LAMBETH,530450,173450,56.0,West Norwood,51.445248261350756,-0.12422346925529243,51.44502451367095,-0.124290200312217,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2345.3517309522845,0-3min
038676-18032023,18-Mar-23,2023,20,NEWHAM,541050,184650,250.0,Stratford,51.54349863629022,0.032468718181453554,51.54312747457042,0.03261081860160646,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,1448.0559765501996,3-6min
148777-25092023,25-Sep-23,2023,16,BROMLEY,540650,169850,199.0,Bromley,inf,inf,51.410236098514645,0.020959314410985412,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,443.3177564938912,3-6min
170579-01112023,01-Nov-23,2023,10,TOWER HAMLETS,537750,183150,292.0,Poplar,inf,inf,51.5304628287898,-0.015531980308901924,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2178.784309971912,3-6min
089316-19062023,19-Jun-23,2023,9,ENFIELD,537550,198050,638.0,Chingford,51.66456979775881,-0.012945213766194699,51.66440169562875,-0.012576603132061166,Chingford,51.63059,-0.003044,38.82,69512.0,16215.009079362111,3842.5513240522737,9-12min
111838-26072023,26-Jul-23,2023,1,HARROW,516950,191650,302.0,Stanmore,inf,inf,51.611543420615995,-0.31241476453960765,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1349.2184339380879,3-6min
035209-11032023,11-Mar-23,2023,21,NEWHAM,539550,184250,361.0,Stratford,inf,inf,51.53990568600882,0.010836093236735166,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,371.74682540279514,6-9min
191636-06122023,06-Dec-23,2023,14,HARROW,515150,189950,473.0,Harrow,51.59707730867543,-0.3390553696790955,51.59663528590486,-0.338955989969091,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2011.6713129352504,6-9min
047610-06042023,06-Apr-23,2023,6,LAMBETH,531350,175650,90.0,Brixton,inf,inf,51.464587309422264,-0.11053106575784653,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,163.89822104514525,0-3min
104273-13072023,13-Jul-23,2023,3,EALING,513650,182850,354.0,Southall,51.53333409466995,-0.36226816717650234,51.53312703754503,-0.36289556911997506,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,2580.8039859222245,3-6min
068465-16052023,16-May-23,2023,13,LAMBETH,532950,171550,141.0,West Norwood,51.427582432767636,-0.08833691193820416,51.42736925541765,-0.08905067801912137,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1588.2826438091076,0-3min
004599-10012023,10-Jan-23,2023,17,ISLINGTON,531650,182550,280.0,Islington,inf,inf,51.52652485795729,-0.10364315580409225,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1492.187968404067,3-6min
182381-21112023,21-Nov-23,2023,1,WALTHAM FOREST,539050,187150,252.0,Leytonstone,inf,inf,51.56608801408085,0.004776609238132746,Leytonstone,51.560346,0.0079829,38.82,69512.0,11093.48251146864,676.4354309726754,3-6min
134561-03092023,03-Sep-23,2023,13,ISLINGTON,530350,183050,283.0,Euston,51.53126921006386,-0.12241980322655426,51.53131943943576,-0.12218705204734841,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,702.3759602035466,3-6min
150761-28092023,28-Sep-23,2023,20,GREENWICH,543050,178950,333.0,Plumstead,inf,inf,51.491406508360186,0.05912034070112702,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,2282.407255016567,3-6min
171861-03112023,03-Nov-23,2023,14,KENSINGTON AND CHELSEA,524550,182150,511.0,Acton,inf,inf,51.52453913710862,-0.20607625927147966,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,5283.95096334614,6-9min
032818-07032023,07-Mar-23,2023,9,CROYDON,531950,167650,297.0,Norbury,inf,inf,51.392554717205684,-0.1048758418143588,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1953.0601474605785,3-6min
021916-13022023,13-Feb-23,2023,8,TOWER HAMLETS,536950,181350,304.0,Poplar,51.51447644496528,-0.027944362273483653,51.514482282789444,-0.027756745815774,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,936.7231112324414,3-6min
029164-27022023,27-Feb-23,2023,16,SOUTHWARK,532950,178650,266.0,Old Kent Road,inf,inf,51.49117351239074,-0.08638379608608557,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,999.907685978429,3-6min
123099-14082023,14-Aug-23,2023,20,CROYDON,532150,165450,181.0,Croydon,51.372441274260694,-0.10230134196927283,51.372737453850505,-0.10282070762980537,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,423.8713618105664,3-6min
203899-27122023,27-Dec-23,2023,21,HOUNSLOW,512950,172650,420.0,Twickenham,inf,inf,51.44159116893011,-0.3762429763745905,Twickenham,51.4674071,-0.3199681,57.41,97616.0,14048.66163547699,4852.887911114898,6-9min
188911-01122023,01-Dec-23,2023,22,KENSINGTON AND CHELSEA,524450,181050,162.0,North Kensington,inf,inf,51.51467542643024,-0.20790503700336105,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,930.7426462102696,0-3min
173544-05112023,05-Nov-23,2023,23,BARKING AND DAGENHAM,550050,186750,283.0,Dagenham,51.55929540182036,0.16340613149431696,51.559677022959995,0.1631934072775916,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,461.99645759875364,3-6min
167347-26102023,26-Oct-23,2023,16,MERTON,528650,168150,567.0,Croydon,51.39815986532603,-0.1523431953847919,51.397805296793024,-0.1520987205469945,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,4618.140119014077,9-12min
128577-24082023,24-Aug-23,2023,9,HACKNEY,535150,186050,276.0,Homerton,inf,inf,51.55715055306199,-0.0518784021096443,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,1123.1644549584464,3-6min
182298-20112023,20-Nov-23,2023,22,BROMLEY,536850,169650,158.0,Beckenham,inf,inf,51.40936781527282,-0.0337213753448588,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,149.62702285504858,0-3min
119808-09082023,09-Aug-23,2023,7,HACKNEY,531750,186950,393.0,Holloway,inf,inf,51.56604194816528,-0.1005564695915347,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1201.10644351764,6-9min
064179-08052023,08-May-23,2023,10,HILLINGDON,505550,175850,351.0,Heathrow,51.47185203996731,-0.48174652145405655,51.471779760504454,-0.48172012395171165,Heathrow,51.4803,-0.45864,115.7,76198.0,23132.63518837176,1858.12167169843,3-6min
108101-19072023,19-Jul-23,2023,13,HARROW,515850,187850,120.0,Harrow,51.57782121009865,-0.3299147386640497,51.57761814711004,-0.3295469482644131,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2918.9904872110815,0-3min
013396-27012023,27-Jan-23,2023,16,HACKNEY,533350,185850,221.0,Stoke Newington,51.556070732950026,-0.07800624496715984,51.55578128160842,-0.07790304236226155,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,672.3739036258369,3-6min
196761-15122023,15-Dec-23,2023,5,WESTMINSTER,527950,179650,291.0,Kensington,inf,inf,51.50131283003624,-0.15800060283457712,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,2255.805865983224,3-6min
064148-08052023,08-May-23,2023,8,RICHMOND UPON THAMES,517950,174950,201.0,Richmond,51.46149898413617,-0.30312781100075836,51.461244590354646,-0.3035691067640685,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1422.4462825820628,3-6min
